user_id,goodreads_book_id,rating
99999,18293427,4
99999,2767052,4
99999,2657,4
99999,4671,2
99999,15881,5
99999,1934,5
99999,8127,5
99999,480479,5
99999,16304,4
99999,78983,4
99999,4667024,5
99999,10054335,2
99999,78982,5
99999,78987,5
99999,78970,3
99999,78989,3
99999,15158,3
99999,7445,5
99999,29430012,5
99999,930,4
